"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-02","11180","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-03","12265","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-04","13342","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-05","10754","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-06","10045","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-07"," 9959","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-08","11257","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-09","11495","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-10","12750","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-11","14679","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-12","11473","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-13","11747","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-14","10191","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-15","11931","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-16","14320","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-17","12289","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-18","15688","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-19","13157","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-20","12697","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-21","11362","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-22","13040","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-23","13725","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-24","13572","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-25","13742","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-26","12837","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-27","12349","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-28","11747","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-29","13871","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-09-30","14029","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-01","14560","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-02","14901","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-03","14136","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-04","14250","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-05","13028","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-06","13784","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-07","13976","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-08","14997","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-09","15261","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-10","15020","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-11","13919","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-12","12359","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-13","13107","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-14","12813","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-15","13631","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-16","14564","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-17","13880","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-18","13323","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-19","12335","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-20","13068","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-21","13916","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-22","12444","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-23","14306","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-24","14771","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-25","14945","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-26","12078","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-27","13265","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-28","14317","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-29","13642","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-30","15525","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-10-31","13970","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-01","13356","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-02","13062","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-03","13194","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-04","14429","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-05","13924","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-06","15226","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-07","13937","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-08","13220","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-09","12494","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-10","12848","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-11","13885","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-12","14624","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-13","14996","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-14","15235","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-15","12968","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-16","12722","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-17","12923","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-18","15056","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-19","14102","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-20","15633","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-21","14575","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-22","13368","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-23","13344","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-24","12913","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-25","13296","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-26","14064","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-27","14100","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-28","14968","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-29","13002","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-11-30","13385","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-01","12955","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-02","15218","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-03","14387","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-04","14466","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-05","14142","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-06","13535","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-07","14286","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-08","13291","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-09","15688","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-10","15610","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-11","16094","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-12","15836","Number","12-10-21"
"Economic","Travel","Daily border crossings (by port) - arrivals","Auckland","Auckland","2016-12-13","14803","Number","12-10-21"
